song_id;title;artist;date;peak_position;chord_progression;semitone_progression
385;Hold On;Wilson Phillips;1990-04-14;1;F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-D:min-A:min7-Bb:maj-C:sus4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-D:min-A:min7-Bb:maj-C:maj-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj-F:maj/3-G:min7-C:sus4-Bb:maj-F:maj/3-G:min7-C:sus4(b7)-N-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-A:min/5-D:min-Bb:maj-C:sus4(b7)-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-A:min/5-D:min-A:min7-Bb:maj-C:sus4(b7)-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj-F:maj/3-G:min7-C:sus4-Bb:maj-F:maj/3-G:min7-C:sus4(b7)-N-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-F:maj-C:maj/4-Bb:maj/5-C:maj/4-F:maj-C:maj/4-Bb:maj/5-N-F:1/1-Bb:maj-F:maj/3-G:min7-C:sus4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj/5-C:maj/4-F:maj-Bb:maj-F:maj/3-G:min7-C:sus4-F:maj-Bb:maj/5-C:sus4/4-F:maj-Bb:maj/5-C:sus4/4-F:maj-N;6-7-10-2-5-7-10-4-7-1-2-5-7-10-2-5-7-10-2-5-7-10-2-2-7-1-2-5-5-2-5-5-2-5-5-2-5-5-7-2-5-10-7-2-5-11-6-7-10-2-5-7-10-2-5-7-10-11-5-8-2-5-7-10-2-5-7-10-2-5-7-10-11-5-7-1-2-5-5-2-5-5-2-5-5-2-5-5-7-2-5-10-7-2-5-11-6-7-10-2-5-7-10-7-7-10-2-5-7-10-1-6-5-7-2-5-5-5-2-5-5-2-5-5-2-5-5-7-2-5-5-5-2-5-5-2-5-6
1237;Something About You;Level 42;1986-07-05;7;E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-C#:min7-D:maj-B:min-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-D:maj-E:maj-F#:min7-E:maj/3-C:maj-N;5-2-10-8-2-2-2-10-8-2-2-9-1-9-5-9-1-9-5-9-1-9-5-9-1-9-5-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-9-1-9-5-9-1-9-5-9-1-9-5-9-1-9-5-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-2-2-2-10-8-11
885;The Way You Do The Things You Do;UB40;1990-10-06;6;Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj-Ab:maj-Db:maj/5-Ab:maj-Eb:maj-Db:maj-Eb:maj-Db:maj-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj-Ab:maj-Db:maj/5-Ab:maj-Eb:maj-Db:maj-Eb:maj-Db:maj-Ab:maj-Db:maj/5-Ab:maj-Db:maj-Ab:maj-Db:maj-Ab:maj-N-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Eb:maj-Db:maj-Eb:maj-Db:maj-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj-Ab:maj-Db:maj/5-Ab:maj-Eb:maj-Db:maj-Eb:maj-Db:maj-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-Db:maj/5-Ab:maj-N;9-5-7-5-7-5-7-5-7-7-10-2-10-7-5-7-5-7-5-7-5-7-5-7-7-10-2-10-7-5-7-5-7-5-7-3-9-5-7-5-7-7-10-2-10-7-5-7-5-7-5-7-5-7-5-7-7-10-2-10-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-3
253;Love Came To Me;Dion;1962-12-22;10;G:maj-E:min-C:maj-D:maj-G:maj-E:min-C:maj-D:maj-G:maj-E:min-C:maj-D:maj-G:maj-E:min-C:maj-D:maj-C:maj-G:maj-C:maj-A:maj-D:7-G:maj-E:min-C:maj-D:maj-G:maj-E:min-C:maj-D:maj-C:maj-G:maj-C:maj-A:maj-D:7-G:maj-E:min-C:maj-D:maj-G:maj-E:min-C:maj-D:maj-N;8-9-8-2-5-9-8-2-5-9-8-2-5-9-8-2-10-7-5-9-5-5-9-8-2-5-9-8-2-10-7-5-9-5-5-9-8-2-5-9-8-2-9
209;Already Gone;Eagles;1974-05-04;32;G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-G:maj-D:maj-C:maj-N;8-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-11
610;Rocket Ride;Kiss;1978-04-08;39;F:5-Gb:5-G:5-Ab:5-A:5-Bb:5-B:5-C:5-Eb:min-F:5-Bb:5-F:5-Eb:5-F:5-Bb:5-F:5-Gb:5-G:5-Ab:5-Eb:min-F:5-Bb:5-F:5-Eb:5-F:5-Bb:5-F:5-Gb:5-G:5-Ab:5-Eb:min-Db:maj-Eb:min-F:5-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-F:maj-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-Eb:min-F:5-Bb:5-F:5-Eb:5-F:5-Bb:5-F:5-Gb:5-G:5-Ab:5-Eb:min-F:5-Bb:5-F:5-Eb:5-F:5-Bb:5-F:5-Gb:5-G:5-Ab:5-Eb:min-Db:maj-Eb:min-F:5-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-F:maj-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-F:1/1-Gb:1/1-G:1/1-Ab:1/1-A:1/1-Bb:1/1-B:1/1-C:1/1-F:maj-F#:maj-G:maj-G#:maj-A:maj-A#:maj-B:maj-C:maj-F:maj-F#:maj-G:maj-G#:maj-A:maj-A#:maj-B:maj-C:maj-F:maj-Bb:maj-F:maj-Bb:maj-F:maj-Bb:maj-F:maj-Gb:5-G:5-Ab:maj-Db:maj-Ab:maj-Db:maj-Ab:maj-Db:maj-Ab:5-A:5-Bb:5-B:5-C:maj-F:maj-C:maj-F:maj-C:maj-F:maj-C:maj-Db:5-D:5-Eb:maj-Ab:maj-Eb:maj-Ab:maj-Eb:maj-Ab:maj-Eb:maj-Ab:maj-F:maj-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-F:maj-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-F:maj-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-F:maj-Bb:maj/5-F:maj-Bb:maj/5-F:maj-Eb:maj-Bb:maj-Eb:maj-Bb:maj-Eb:min-Ab:5-N-Ab:7-N-Ab:5-N;6-1-1-1-1-1-1-1-3-2-5-7-10-2-5-7-1-1-1-7-2-5-7-10-2-5-7-1-1-1-7-10-2-2-5-7-5-7-10-7-5-7-7-5-7-5-7-10-7-5-7-5-2-5-7-10-2-5-7-1-1-1-7-2-5-7-10-2-5-7-1-1-1-7-10-2-2-5-7-5-7-10-7-5-7-7-5-7-5-7-10-7-5-7-7-1-1-1-1-1-1-1-5-1-1-1-1-1-1-1-5-1-1-1-1-1-1-1-5-5-7-5-7-5-7-1-1-1-5-7-5-7-5-7-1-1-1-1-5-7-5-7-5-7-1-1-1-5-7-5-7-5-7-5-9-5-7-5-7-10-7-5-7-7-5-7-5-7-10-7-5-7-7-5-7-5-7-10-7-5-7-7-5-7-5-7-10-7-5-7-5-5-3-9-3-9-3
1106;Bust A Move;Young MC;1990-04-07;7;E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-N-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-N-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-G:1/1-A:1/1-E:1/1-N;5-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-5-7-5-7-5-7-5-7-3-2-7-3-2-7-3-2-7-3-2-7-5-7-5-7-5-7-5-7-3-2-7-3-2-7-3-2-7-3-2-7-5-7-5-7-5-7-7-5-3-2-7-3-2-7-3-2-7-3-2-2-5-3-2-7-3-2-7-3-2-7-3-2-7-5-7-5-7-5-7-5-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-3-2-7-7
269;Money;Pink Floyd;1973-07-28;13;B:min-F#:min-F:1/1-E:min-B:min-F#:min-F:1/1-E:min-B:min-E:min-B:min-F#:min-F:1/1-E:min-B:min-E:min-B:min-F#:min-B:1/1-A:1/1-G:1/1-F#:1/1-E:1/1-D:1/1-C#:1/1-C:1/1-B:min-E:min-B:min-F#:min-B:1/1-A:1/1-G:1/1-F#:1/1-E:1/1-D:1/1-C#:1/1-C:1/1-B:min-E:min-B:min-F#:min-B:1/1-A:1/1-G:1/1-F#:1/1-E:1/1-D:1/1-C#:1/1-C:1/1-B:min-F#:min-F:1/1-E:min-B:min;12-7-11-11-7-7-11-11-7-5-7-7-11-11-7-5-7-7-5-10-10-11-10-10-11-11-11-5-7-7-5-10-10-11-10-10-11-11-11-5-7-7-5-10-10-11-10-10-11-11-11-7-11-11-7
945;Riders On The Storm;The Doors;1971-07-24;14;E:min-D:maj/2-E:min-D:maj/2-E:min-D:maj/2-E:min-D:maj/2-E:min-D:maj/2-E:min-D:maj/2-E:min-D:maj/2-E:min-A:min-B:min/b7-C:maj/6-D:maj/5-E:min-D:maj/2-E:min-D:maj/2-G:maj7/5-D:maj-C:maj-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-A:min-B:min/b7-C:maj/6-D:maj/5-E:min-D:maj/2-E:min-D:maj/2-G:maj7/5-D:maj-C:maj-E:min-D:maj/2-E:min-D:maj/2-E:min-A:min-B:min/b7-C:maj/6-D:maj/5-E:min-D:maj/2-E:min-D:maj/2-G:maj7/5-D:maj-C:maj-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-A:min-B:min/b7-C:maj/6-D:maj/5-E:min-F#:min/b7-G:maj/6-F#:min/b7-G:maj7/5-D:maj-C:maj-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-D:maj/2-E:min-D:maj/2-E:min-D:maj/2-E:min-X-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-F#:min/b7-G:maj/6-F#:min/b7-A:min-B:min/b7-C:maj/6-D:maj/5-E:min-F#:min/b7-G:maj/6-F#:min/b7-G:maj7/5-D:maj-C:maj-E:min-F#:min/b7-G:maj/6-F#:min/b7-E:min-N;5-10-2-10-2-10-2-10-2-10-2-10-2-10-2-5-2-1-2-2-10-2-10-5-7-10-4-2-1-11-10-2-1-11-10-2-1-11-3-2-1-2-2-10-2-10-5-7-10-4-10-2-10-2-5-2-1-2-2-10-2-10-5-7-10-4-2-1-11-10-2-1-11-10-2-1-11-10-2-1-11-3-2-1-2-2-2-1-11-1-7-10-4-2-1-11-10-10-2-10-2-10-2-7-5-2-1-11-10-2-1-11-10-2-1-11-10-2-1-11-10-2-1-11-10-2-1-11-3-2-1-2-2-2-1-11-1-7-10-4-2-1-11-10-7
123;Silent Night;Bing Crosby;1960-12-19;54;Ab:maj/5-Eb:7-Ab:maj/5-Eb:sus4-Ab:maj-Db:maj-Ab:maj-Db:maj-Ab:maj-Eb:7-Ab:maj-Eb:maj-Ab:maj-Eb:7-Ab:maj-Db:maj-Ab:maj(9)-Db:maj-Ab:maj(9)-Eb:7-Ab:maj-Eb:7-Ab:maj-N;9-7-5-7-5-5-7-5-7-7-5-7-5-7-5-5-7-5-7-7-5-7-5-3
762;Walk Like A Man;Grand Funk Railroad;1973-12-08;19;E:maj-D:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-F:maj(#11)-E:sus4(9)-B:maj7(b7)-A:maj-B:maj-C:maj-D:maj-D#:maj-E:maj-D:maj-A:maj-E:maj-D:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-F:maj(#11)-E:sus4(9)-B:maj7(b7)-A:maj-B:maj-C:maj-D:maj-D#:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:min7-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-D:maj-A:maj-E:maj-N;5-10-2-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-1-11-7-10-2-1-2-1-1-10-7-7-10-2-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-1-11-7-10-2-1-2-1-1-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-10-7-7-7
256;Smokin' In The Boy's Room;Brownsville Station;1973-11-03;3;D:5-Bb:5-D:5-Bb:5-G:maj-D:maj-A:maj-G:maj-A:maj-G:maj-D:5-Bb:5-D:5-Bb:5-G:maj-D:maj-A:maj-G:maj-A:maj-G:maj-D:5-G:maj-D:maj-G:maj-A:maj-G:maj-D:maj-G:maj-E:min-A:maj-D:5-Bb:5-D:5-Bb:5-G:maj-D:maj-A:maj-G:maj-A:maj-G:maj-D:5-G:maj-D:maj-A:maj-G:maj-A:maj-G:maj-D:maj-N;3-8-4-8-9-7-7-10-2-10-7-8-4-8-9-7-7-10-2-10-7-5-7-5-2-10-7-5-9-5-5-8-4-8-9-7-7-10-2-10-7-5-7-7-10-2-10-7-9
244;Have You Seen Your Mother, Baby, Standing In The Shadow?;The Rolling Stones;1966-11-12;9;G:maj-N-D:maj-G:maj-D:maj-G:maj-D:maj-B:maj-G:maj-B:maj-D:maj-C:maj-G:maj/3-D:maj-G:maj-D:maj-G:maj-D:maj-B:maj-G:maj-B:maj-D:maj-C:maj-G:maj-D:maj-G:maj-C:maj/5-G:maj-C:maj/5-G:maj-C:maj/5-G:maj-C:maj/5-G:maj-C:maj/5-G:maj-C:maj/5-G:maj-C:maj/5-G:maj-C:maj/5-G:maj-D:maj-G:maj-D:maj-G:maj-D:maj-B:maj-G:maj-B:maj-D:maj-C:maj-G:maj-D:maj-G:maj-D:maj-G:maj-D:maj-B:maj-G:maj-B:maj-D:maj-C:maj-G:maj-D:maj-C:maj-D:maj-C:maj-D:maj-G:maj-D:maj-N;8-4-3-5-7-5-7-9-8-4-3-10-7-7-5-7-5-7-9-8-4-3-10-7-7-5-5-7-5-7-5-7-5-7-5-7-5-7-5-7-5-7-7-5-7-5-7-9-8-4-3-10-7-7-5-7-5-7-9-8-4-3-10-7-7-10-2-10-2-5-7-9
307;Cruisin';Smokey Robinson;1980-03-01;4;E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-F#:min7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-A:maj-D:maj-B:7-E:maj-N;5-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-5-5-9-5-5-5-9-5-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-5-5-9-5-5-5-9-5-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-5-5-9-5-5-5-9-5-5-5-9-5-5-5-9-5-7
100;Maggie May;Rod Stewart;1971-11-27;1;A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-G:maj-A:min-E:min-D:maj-E:min-B:min-E:min-G:maj-A:maj-B:maj-E:min-D:maj-E:min-B:min-E:min-G:maj-A:maj-B:maj-E:maj-N-D:sus2-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:min7-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-G:maj-A:maj-E:min-F#:min7/b7-E:min-D:sus2/2-E:min-A:maj-E:min-A:maj-E:min-A:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-G:maj-A:maj-E:min-F#:min7-E:min-D:sus2/2-E:min-A:maj-E:min-A:maj-E:min-A:maj-D:sus4-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-G:maj-A:maj-E:min-F#:min7-E:min-D:sus2/2-E:min-A:maj-E:min-A:maj-E:min-A:maj-D:sus4-E:min-A:maj-D:maj-G:maj-E:min-G:maj-D:maj-A:maj-G:maj-D:maj-A:maj-G:maj-D:maj-G:maj-D:maj-G:maj-A:maj-E:min-F#:min7-E:min-D:sus2/2-E:min-A:maj-E:min-A:maj-E:min-A:maj-D:sus4-E:min-A:maj-D:maj-G:maj-E:min-G:maj-D:maj-E:min-A:maj-D:maj-G:maj-E:min-G:maj-D:sus2-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-E:(b3,b7,1-G:maj-D:5-N;10-10-2-10-2-10-2-10-2-10-2-10-2-10-2-10-2-7-10-2-7-5-3-2-2-5-10-2-7-5-3-2-2-5-7-3-2-3-7-2-3-7-2-5-10-7-7-10-7-5-7-5-2-7-2-10-10-2-5-7-5-7-5-5-7-10-7-7-10-7-5-7-5-2-7-2-10-10-2-5-7-5-7-5-5-7-10-7-7-10-7-5-7-5-2-7-2-10-10-2-5-7-5-7-5-5-2-5-5-5-9-3-7-7-10-7-7-10-7-5-7-5-2-7-2-10-10-2-5-7-5-7-5-5-2-5-5-5-9-3-7-2-5-5-5-9-3-7-2-3-7-2-3-7-2-3-7-2-3-7-2-3-7-2-3-7-2-3-7-2-3-7-2-3-7-2-3-7-2-3-7-9
795;I Want You;Marvin Gaye;1976-05-15;15;C#:min9-F#:min7-G#:min7-A:maj7-G#:min7-C#:min7-F#:min7-E:maj/5-G#:sus4(b7-C#:min9-F#:min7-E:maj/5-G#:7(#9)-C#:min9-F#:min7-E:maj/5-G#:7(#9)-C#:min9-F#:min7-G#:min7-A:maj7-G#:min7-C#:min7-F#:min7-E:maj/5-G#:sus4(b7-C#:min9-F#:min7-E:maj/5-G#:7(#9)-C#:min9-F#:min7-E:maj/5-G#:7(#9)-C#:min9-F#:min7-G#:min7-A:maj7-G#:min7-C#:min7-F#:min7-E:maj/5-G#:7(#9)-C#:min9-F#:min7-G#:min7-A:maj7-G#:min7-C#:min7-F#:min7-E:maj/5-G#:7(#9)-C#:min9-F#:min7-G#:min7-A:maj7-G#:min7-C#:min7-F#:min7-E:maj/5-G#:7(#9)-N;2-5-2-1-11-5-5-10-4-5-5-10-4-5-5-10-4-5-5-2-1-11-5-5-10-4-5-5-10-4-5-5-10-4-5-5-2-1-11-5-5-10-4-5-5-2-1-11-5-5-10-4-5-5-2-1-11-5-5-10-4-3
